Country,Company,Business register name,Business number,VAT number name,VAT number
Netherlands,Internet-Health and Beauty,KvK,TWM,BTW,
Netherlands,Tuinplantenwinkel.nl,KvK,,BTW,NL45ABNA0432483659
Netherlands,allzora.nl,KvK,03860752,BTW,
Netherlands,Shop For Now,KvK,78510902,BTW,NL003341039B43
Netherlands,Eleganza.nl,KvK,,BTW,NL81159B01
Netherlands,Kluis Store,KvK,69019428,BTW,NL857696531B01
Netherlands,Kluis Store,KvK,BTW,BTW,NL857696531B01
Netherlands,Hunterlaarzen.nl,KvK,33249147,BTW,NL802046587B01
Netherlands,JLM Lubricants bv,KvK,,BTW,NL008450481BO1
Netherlands,JLM Lubricants bv,KvK,,BTW,NL008450481B01
Netherlands,GarageStore,KvK,BTW ID,BTW,NL002129223B95
Netherlands,Woolrich,KvK,,BTW,
Netherlands,Etsy - AliciaZenobia,KvK,,BTW,
Netherlands,cosmeticaparfum,KvK,70089922,BTW,NL858136375B01
Netherlands,Combo Design,KvK,30153429,BTW,NL 814175934B01
Netherlands,Miltonhouse,KvK,77751957,BTW,NL851751921B01
Netherlands,Miltonhouse,KvK,55527914,BTW,NL851751921B01
Netherlands,Eltink-interieur.nl,KvK,10025095,BTW,
Netherlands,Cabrio Care,KvK,32059200      28 1411 AT,BTW,NL176201
Netherlands,Cabrio Care,KvK,32059200,BTW,NL176201
Netherlands,Fabienne Chapot,KvK,34357026,BTW,NL821208317B01
Netherlands,Fabienne Chapot,KvK,34357026,BTW,NL 821208317B01
Netherlands,Booknext,KvK,,BTW,
Netherlands,De Slegte,KvK,62085387,BTW,NL63ABNA0487544609 BIC
Netherlands,Bouwbestel.nl,KvK,Kvk,BTW,NL819171220B01
Netherlands,Jacobsrotterdam,KvK,,BTW,NL855824311B01
Netherlands,Oviri Mode,KvK,81642121,BTW,NL 862167061B01
Netherlands,GameSync,KvK,,BTW,NL 823501
Netherlands,Azerty,KvK,55425437,BTW,NL04RABO0120615797 BTW
Netherlands,Game-Outlet.nl,KvK,83228071,BTW,NL002231617B49
Netherlands,Dodax.nl,KvK,,BTW,
Netherlands,Finnz,KvK,56909012,BTW,NL852357199B01
Netherlands,Finnz,KvK,56909012,BTW,NL98INGB0668149582
Netherlands,Diamond Painting Huis,KvK,78114535,BTW,NL861267588B01
Netherlands,Etsy - PrintableGiftFinds,KvK,,BTW,
Netherlands,De Diamond Painter,KvK,78114535,BTW,NL861267588B01
Netherlands,Winkelstraat.nl,KvK,54755689,BTW,NL851428113B01
Netherlands,Marjon Snieders,KvK,17211022,BTW,NL89RABO0151058881
Netherlands,Marjon Snieders,KvK,17211022,BTW,NL 818918421B01
Netherlands,Etsy - hylandlatexmoulds,KvK,,BTW,
Netherlands,Etsy - Willane,KvK,,BTW,
Netherlands,Restocks,KvK,74050710,BTW,
Netherlands,Kruidvat.nl,KvK,31035585,BTW,NL004461034B01
Netherlands,Kruidvat.nl,KvK,31035585,BTW,NL 8098
Netherlands,Kruidvat.nl,KvK,31035585 BTW,BTW,NL004461034B01
Netherlands,Kruidvat.nl,KvK,31035585 BTW,BTW,NL 8098
Netherlands,Horloge-Bandjes.nl,KvK,65767616,BTW,NL 8562 51525 B01
Netherlands,HUGO BOSS,KvK,34216197,BTW,NL814636986B01
Netherlands,Livera,KvK,51505932,BTW,NL850060692B01 E
Netherlands,Petite Amélie NL,KvK,64773043,BTW,NL855832964B01 085 00 20 510
Netherlands,Corry Kousen Sokken,KvK,08824283 BTW,BTW,
Netherlands,Ulla Popken NL,KvK,,BTW,NL 804 721 749 B01
Netherlands,Juwelier de Vaal,KvK,52240134,BTW,NL850357287B01
Netherlands,Etsy - EBRUJEWELRY,KvK,,BTW,
Netherlands,Etsy - CaliHipsterCo,KvK,,BTW,
Netherlands,The Next Closet,KvK,,BTW,NL810828662B01
Netherlands,PUUR Design,KvK,17227411,BTW,NL8901
Netherlands,Freschcotton,KvK,34389559,BTW,NL822322262B01
Netherlands,Skatestore,KvK,51967014,BTW,NL85011B01
Netherlands,Skatestore,KvK,51967014,BTW,NL85011B
Netherlands,Ben-G skateshop,KvK,61016098,BTW,NL854166713B01
Netherlands,Derodeloper.com,KvK,Den,BTW,
Netherlands,Mister Spex,KvK,HRB 230317 B,BTW,NL 824 006 100 B01
Netherlands,Mister Spex,KvK,HRB 230317 B,BTW,NL824006100B01
Netherlands,Mister Spex,KvK,HRB 230317 B BTW,BTW,NL 824 006 100 B01
Netherlands,Mister Spex,KvK,HRB 230317 B BTW,BTW,NL824006100B01
Netherlands,Zonnebrillen.com,KvK,3457,BTW,NL80533B01
Netherlands,Zonnebrillen.com,KvK,3457,BTW,NL805333B01
Netherlands,Brillen24.nl,KvK,,BTW,
Netherlands,SmartBuyGlasses.nl,KvK,,BTW,
Netherlands,Swatch NL,KvK,14635506,BTW,NL0013263901
Netherlands,Horloge.nl,KvK,66384567,BTW,NL856001 KVK
Netherlands,Mooihorloge.nl,KvK,68368690,BTW,NL857414598B01
Netherlands,Watch Shop Netherlands,KvK,66384567,BTW,NL856001 KVK
Netherlands,Watches Megastore NL - 9922_TIC Watches,KvK,65287207,BTW,NL856901
Netherlands,Watches Megastore NL - 9922_TIC Watches,KvK,65287207,BTW,NL861301808B01
Netherlands,Etsy - HistoryInWatch,KvK,,BTW,
Netherlands,Gereedschapskist.nl,KvK,58238557,BTW,NL 852939589 B01
Netherlands,Mastertools.nl,KvK,68820178,BTW,NL857901
Netherlands,ToolMax.nl,KvK,53356411   HRB 225 109,BTW,NL50  0103 9802 45
Netherlands,ToolMax.nl,KvK,53356411  BTW,BTW,NL50  0103 9802 45
Netherlands,Maxime Kinderschoenen BV,KvK,14624082,BTW,NL28INGB0008080489 BIC
Netherlands,Maxime Kinderschoenen BV,KvK,14624082,BTW,NL813113350B01
Netherlands,Heutink voor thuis,KvK,06042440,BTW,NL004261835B01
Netherlands,Vlechtservice,KvK,58987169,BTW,NL853268083B01
Netherlands,Vlechtservice,KvK,58987169,BTW,NL73  0359 3249 59
Netherlands,Stone Company,KvK,61677892,BTW,NL74INGB0006711961 BIC
Netherlands,thebagstore.nl,KvK,54085896,BTW,NL 85135701
Netherlands,thebagstore.nl,KvK,54085896,BTW,NL851701
Netherlands,O My Bag Amsterdam,KvK,69094527,BTW,NL 857730885B01
Netherlands,O My Bag Amsterdam,KvK,69094527,BTW,NL85  0122 4080 63
Netherlands,Past Joys,KvK,34031780,BTW,NL14ABNA0472337734 BIC
Netherlands,Past Joys,KvK,34031780,BTW,NL001331955B29
Netherlands,Fun en Feest,KvK,37086028,BTW,NL819486978B01
Netherlands,eBay,KvK,,BTW,
Netherlands,Nikkie,KvK,76889076,BTW,NL860827616B01
Netherlands,nikandnik,KvK,76889076,BTW,NL860827616B01
Netherlands,Sandra's Boetiek,KvK,64388964,BTW,NL855646354B01
Netherlands,Kamst Mode,KvK,66418208,BTW,NL854701
Netherlands,Lavie Womenswear,KvK,31030437,BTW,
Netherlands,Lavie Womenswear,KvK,31030437   BTW,BTW,
Netherlands,Design-Radiator.nl,KvK,27284541  BTW,BTW,NL821911703B01
Netherlands,Design-Radiator.nl,KvK,27284541  BTW,BTW,NL98  06052 45428
Netherlands,Design-Radiator.nl,KvK,27284541,BTW,NL821911703B01
Netherlands,Design-Radiator.nl,KvK,27284541,BTW,NL98  06052 45428
Netherlands,Hal18,KvK,01114841,BTW,NL001434724B03
Netherlands,Hal18,KvK,01114841,BTW,NL20RABO0123524733
Netherlands,Antilliaanse Toko,KvK,68851154,BTW,
Netherlands,Standaard Boekhandel,KvK,,BTW,
Netherlands,Ziengs,KvK,64359611,BTW,NL803539150B01 NL8035
Netherlands,Eddy's,KvK,77741188,BTW,NL8611197701
Netherlands,MK Fashion and More,KvK,56219016,BTW,NL 852601
Netherlands,Pandora Officiële Estore,KvK,50685325,BTW,
Netherlands,Mercruiser onderdelen,KvK,32099189,BTW,NL819901
Netherlands,Mercruiser onderdelen,KvK,32099189,BTW,NL62ABNA0618608117
Netherlands,Allesmarine.nl,KvK,62433806,BTW,
Netherlands,Villa Hoera,KvK,68455577,BTW,NL87RABO0100994792
Netherlands,Villa Hoera,KvK,68455577,BTW,NL857452320B01
Netherlands,Sextoyland,KvK,34280921,BTW,
Netherlands,Horeca.SHOP,KvK,08145964,BTW,NL816041830B01
Netherlands,Just Brands Retail Stores,KvK,33241012,BTW,
Netherlands,Nick & Son Fasion for men,KvK,30139290,BTW,NL96INGB0666649707 KVK
Netherlands,Nick & Son Fasion for men,KvK,30139290,BTW,NL805732226B01
Netherlands,Peter Fashion&Trends,KvK,18044264   De,BTW,NL807687716B01
Netherlands,Peter Fashion&Trends,KvK,18044264   De,BTW,NL T
Netherlands,Peter Fashion&Trends,KvK,18044264,BTW,NL807687716B01
Netherlands,Peter Fashion&Trends,KvK,18044264,BTW,NL T
Netherlands,Cast Iron Official Webshop,KvK,33241012,BTW,
Netherlands,My Angels,KvK,75029197   2,BTW,
Netherlands,My Angels,KvK,75029197,BTW,
Netherlands,seniorenkleding,KvK,68176996   In,BTW,
Netherlands,seniorenkleding,KvK,68176996,BTW,
Netherlands,Etsy - GalleryDemeterShop,KvK,,BTW,
Netherlands,Hoofs,KvK,16018709,BTW,NL810228671B01
Netherlands,IkWilTegoed,KvK,72631538,BTW,NL859181236B01
Netherlands,Startselect,KvK,52837610,BTW,NL8502
Netherlands,Sneakerstad,KvK,72455888,BTW,NL859114958B01
Netherlands,AndLight.nl,KvK,32562744Denemarken,BTW,
Netherlands,MN Kantoormeubelen B.V.,KvK,78318203,BTW,NL861344704B01
Netherlands,Werkjefit,KvK,5997,BTW,NL50  015 086 20 91
Netherlands,Etsy - Bunny177Cloud183,KvK,,BTW,
Netherlands,TopShoe.nl,KvK,,BTW,NL823259729B01
Netherlands,Shoemixx.nl,KvK,09172891,BTW,NL818240301B01
Netherlands,Paagman,KvK,,BTW,
Netherlands,Weebs R Us,KvK,75925141,BTW,NL003031145B48
Netherlands,Ballegooyen Modes,KvK,,BTW,NL44RABO0113000286
Netherlands,Ballegooyen Modes,KvK,,BTW,NL009817049B01
Netherlands,TopRC.nl,KvK,,BTW,NL821001
Netherlands,Rinsma Modeplein,KvK,01009649,BTW,
Netherlands,Fabert de Wit,KvK,72977256,BTW,NL859306549B01
Netherlands,Party.nl,KvK,Lüneburg,BTW,
Netherlands,Hijswinkel BV,KvK,30229356,BTW,NL81738701
Netherlands,Juwelier Verlinden,KvK,80901433,BTW,NL861844646B01
Netherlands,Feestartikelen4U.nl,KvK,69564027,BTW,
Netherlands,Toplock,KvK,28077443,BTW,
Netherlands,Applied-store.nl,KvK,55163580  BTW  NL851591486B01,BTW,NL851591486B01
Netherlands,Applied-store.nl,KvK,55163580,BTW,NL851591486B01
Netherlands,Babypark,KvK,11031491  Ik    2de        4,BTW,NL8049824401
Netherlands,Baby Jungle,KvK,,BTW,NL818501
Netherlands,Babyentiener.nl,KvK,24198594,BTW,NL8201
Netherlands,Puckababy,KvK,28100784,BTW,NL815919670B01
Netherlands,Kideo.store,KvK,78357381,BTW,NL861364351B01
Netherlands,BabyPlanet,KvK,01027103,BTW,NL008574108B01
Netherlands,Marja Lamme Fashion,KvK,34168761,BTW,NL81034
Netherlands,Airforce,KvK,34111844,BTW,NL807807229B01
Netherlands,Airforce,KvK,34111844,BTW,NL807807229B01 KVK
Netherlands,Spellenrijk,KvK,08162907,BTW,NL21RABO0133035565 BIC
Netherlands,Otrium NL,KvK,,BTW,NL855481201B01
Netherlands,Floris van Bommel,KvK,,BTW,NL855591547B01
Netherlands,Jumbo,KvK,16044409,BTW,NL853677803B01
Netherlands,Jumbo,KvK,59876425 KvK,BTW,NL853677803B01
Netherlands,Interoffice,KvK,2327956,BTW,
Netherlands,Goedkoopste-Kantoorartikelen.nl,KvK,57438072,BTW,NL 852801
Netherlands,petdirect.nl,KvK,05062607,BTW,
Netherlands,NiceSupplies.nl,KvK,28084551,BTW,
Netherlands,Europresto NL,KvK,59639008,BTW,NL45  0006283549
Netherlands,Europresto NL,KvK,59639008,BTW,NL853583109B01
Netherlands,DSN Design,KvK,23049412,BTW,NL 006958631B02
Netherlands,DSN Design,KvK,23049412,BTW,NL 98  0000 2510 38
Netherlands,DSN Design,KvK,23049412,BTW,NL 19  0395 3082 75
Netherlands,YourInkstation.nl,KvK,,BTW,
Netherlands,Officepalace.nl,KvK,20115806       A4,BTW,
Netherlands,Albert Heijn,KvK,,BTW,
Netherlands,Plus,KvK,59285664,BTW,NL001401
Netherlands,Peddler,KvK,68237103,BTW,NL857355855B01
Netherlands,MEENT,KvK,52736202,BTW,NL850574948B01
Netherlands,Coef.nl,KvK,69938822,BTW,NL 858072713B01
Netherlands,www.hip-pie.nl,KvK,20171622,BTW,NL822445554B01
Netherlands,Pip Studio NL,KvK,63976285,BTW,NL38ABNA 0456 7616 24
Netherlands,Ben Borst,KvK,28077979,BTW,NL 811330540 B01
Netherlands,Archivio85,KvK,68039379,BTW,NL001398665B69
Netherlands,Archivio85,KvK,68039379,BTW,NL102788984B01
Netherlands,Etsy - boxroomprintshop,KvK,,BTW,
Netherlands,Themusthaves.nl,KvK,58655913,BTW,
Netherlands,Boottotaal.be,KvK,82494045,BTW,NL862492142B01
Netherlands,Suitsupply,KvK,,BTW,NL807752770B01
Netherlands,Etsy - TheSupplyGuy,KvK,,BTW,
Netherlands,Te Velde,KvK,80500668,BTW,NL861693851B01
Netherlands,Manutan NL,KvK,30053885,BTW,NL07BNPA0227675029
Netherlands,Manutan NL,KvK,30053885,BTW,NL 004003901 B01
Netherlands,DeZwerver.nl,KvK,75240440,BTW,NL 860203633 B01 BE 0541 545 456
Netherlands,Landschap Reisboekwinkel,KvK,18062016,BTW,NL001781076B27
Netherlands,Landschap Reisboekwinkel,KvK,18062016,BTW,NL55RABO0113735154
Netherlands,De Noorderzon,KvK,09064498,BTW,NL 8083 01 445 B01
Netherlands,SOS Solutions,KvK,64971848   Wij,BTW,NL53  0179 1878 80
Netherlands,SOS Solutions,KvK,64971848   Wij,BTW,NL 85504
Netherlands,SOS Solutions,KvK,64971848   Wij,BTW,NL 855001
Netherlands,SOS Solutions,KvK,64971848,BTW,NL53  0179 1878 80
Netherlands,SOS Solutions,KvK,64971848,BTW,NL 85504
Netherlands,SOS Solutions,KvK,64971848,BTW,NL 855001
Netherlands,Hackerstore,KvK,12055448,BTW,NL001755649B47
Netherlands,Studystore,KvK,09041265,BTW,NL001478230B01
Netherlands,studystore,KvK,09041265,BTW,NL001478230B01
Netherlands,Ilse Jacobsen Hornbæk,KvK,33160371,BTW,NL005388314B01
Netherlands,Wordans.nl,KvK,39066321,BTW,NL 005596191B03
Netherlands,Macrovet.nl,KvK,17237488,BTW,
Netherlands,Etsy - PartyPiecesCo,KvK,,BTW,
Netherlands,SurpriseFactory NL,KvK,28032014,BTW,NL96RABO0362121346
Netherlands,SurpriseFactory NL,KvK,28032014,BTW,NL820959388B01
Netherlands,ABD Shop,KvK,01098330,BTW,NL811585165B01
Netherlands,Kamphuis Dakkoffers,KvK,50588303,BTW,NL128342651B01
Netherlands,home24.nl,KvK,55326528,BTW,NL823546640B01
Netherlands,Sebastianalphen.nl,KvK,27316620,BTW,NL 819242536B02
Netherlands,Coolblue,KvK,24330087,BTW,NL810433941B01
Netherlands,PrikkabelLED.nl,KvK,66572541,BTW,NL856613654B01 E
Netherlands,PrikkabelLED.nl,KvK,66572541,BTW,NL 856613654B01
Netherlands,Ntextil - NL-NL,KvK,39066321,BTW,NL 005596191B03
Netherlands,Needen.nl,KvK,39066321,BTW,NL 005596191B03
Netherlands,Etsy - ArtCrist,KvK,,BTW,
Netherlands,Toy Better,KvK,,BTW,
Netherlands,Deurenmagazijn.nl,KvK,08059939,BTW,NL49RABO0304501379
Netherlands,Viper Medical,KvK,50578502 BTW,BTW,NL822824620B01
Netherlands,Viper Medical,KvK,50578502 BTW,BTW,NL81433
Netherlands,Viper Medical,KvK,50578502 BTW,BTW,NL17  0159 7993 92
Netherlands,Viper Medical,KvK,BTW,BTW,NL822824620B01
Netherlands,Viper Medical,KvK,BTW,BTW,NL81433
Netherlands,Viper Medical,KvK,BTW,BTW,NL17  0159 7993 92
Netherlands,Viper Medical,KvK,50578502 KvK   BTW,BTW,NL822824620B01
Netherlands,Viper Medical,KvK,50578502 KvK   BTW,BTW,NL81433
Netherlands,Viper Medical,KvK,50578502 KvK   BTW,BTW,NL17  0159 7993 92
Netherlands,Merkala,KvK,78170796,BTW,
Netherlands,heine-shop.nl,KvK,,BTW,NL39  0007 1102 91
Netherlands,Salontopper,KvK,62766066,BTW,NL854948843B01 BTW
Netherlands,Sefa's Haircompany,KvK,,BTW,NL860188930B01
Netherlands,Sefa's Haircompany,KvK,,BTW,NL69INGB0007014400
Netherlands,HBB24,KvK,53263979,BTW,NL850815253B01
Netherlands,Delicious Vanilla,KvK,54212367,BTW,NL001589066B62
Netherlands,Werken met Merken,KvK,,BTW,NL802701917B01
Netherlands,Werken met Merken,KvK,,BTW,NL840001
Netherlands,Zitmaxx Wonen,KvK,59200359,BTW,NL21ABNA0467555605 BIC
Netherlands,KJ Tuinmeubelen,KvK,8105213,BTW,NL806477945B02
Netherlands,Shoeby,KvK,16078843,BTW,
Netherlands,proBBQshop.nl,KvK,70825882,BTW,
Netherlands,kdootjes,KvK,08049280,BTW,NL 40  0332 1791 33
Netherlands,kdootjes,KvK,08049280,BTW,NL805734417B01
Netherlands,Reiger en de Raaf,KvK,72608919,BTW,NL859172387B01
Netherlands,Royal Coster Diamonds,KvK,,BTW,
Netherlands,De Handelsfabriek,KvK,74205420,BTW,NL859808750B01
Netherlands,BeastyBike,KvK,,BTW,
Netherlands,Helio.work,KvK,67995799,BTW,
Netherlands,Primera,KvK,11028801,BTW,NL009411434B01
Netherlands,Wonderbox NL,KvK,,BTW,NL19  0674 0045 66
Netherlands,Freebird,KvK,34273419,BTW,NL817952263B01
Netherlands,Stretchshop,KvK,20158641,BTW,
Netherlands,Romy Fashion,KvK,,BTW,NL001972838B90
Netherlands,Haardjesland,KvK,,BTW,NL823001 KVK NR
Netherlands,Electraboiler,KvK,81435304,BTW,NL862090349B01
Netherlands,Electraboiler,KvK,81435304 BTW,BTW,NL862090349B01
Netherlands,Winparts.nl,KvK,55365183,BTW,NL96  010363
Netherlands,Winparts.nl,KvK,55365183,BTW,NL851101
Netherlands,artencraft.nl,KvK,1755,BTW,
Netherlands,artencraft.nl,KvK,1755BTW BE045539Brugsesteenweg 4669030,BTW,
Netherlands,Conrad.nl,KvK,06051273,BTW,
Netherlands,Toolmaster,KvK,,BTW,NL001375945B01
Netherlands,Gereedschappelijk.nl,KvK,08115431,BTW,NL812343438B01
Netherlands,Toolnation,KvK,,BTW,
Netherlands,Klium.nl,KvK,59217367,BTW,NL823625862B01
Netherlands,Borca Online Computer Service,KvK,,BTW,
Netherlands,Hornbach.nl,KvK,30151645,BTW,
Netherlands,Bouwmaat.nl,KvK,,BTW,
Netherlands,Installand.nl,KvK,09052742,BTW,NL009090095B01
Netherlands,Installand.nl,KvK,09052742,BTW,NL12RBOS0528696858
Netherlands,Debouwmarktshop.nl,KvK,17219747,BTW,NL23INGB0667081119
Netherlands,Debouwmarktshop.nl,KvK,17219747,BTW,NL 8190 27303 B01
Netherlands,Sleiderink Bouwmaterialen,KvK,06075092,BTW,NL 8032
Netherlands,Elektramat BV,KvK,52935329,BTW,NL08RABO0180775804
Netherlands,Elektramat BV,KvK,52935329,BTW,NL 850501
Netherlands,Praxis,KvK,33152545,BTW,NL004371021B01
Netherlands,Serviesonline,KvK,56869452,BTW,NL108064608B01
Netherlands,Massamarkt,KvK,66065038,BTW,NL856381020B01
Netherlands,Deurenexpress,KvK,,BTW,NL810679358B01
Netherlands,Deurmarkt,KvK,61497711 BTW,BTW,NL854367676B01
Netherlands,Deurmarkt,KvK,61497711,BTW,NL854367676B01
Netherlands,Voordeeldeuren,KvK,342 32 632,BTW,NL60RABO 0112189563
Netherlands,Slotenwereld.nl,KvK,82952426,BTW,NL862668402B01
Netherlands,Veiligheids-sloten.nl,KvK,66981581,BTW,NL39INGB0008114241
Netherlands,Veiligheids-sloten.nl,KvK,66981581,BTW,NL 856780467 B01
Netherlands,Elektrobode,KvK,60    62,BTW,
Netherlands,De Verfzaak,KvK,12037333,BTW,NL806471232B01
Netherlands,Verfwinkel.nl,KvK,61297526,BTW,NL8549
Netherlands,Verfwinkel.nl,KvK,61297526,BTW,NL809345493B01
Netherlands,Verfonline-XL,KvK,12037333,BTW,NL806471232B01
Netherlands,Onlineverf.nl,KvK,76719758,BTW,NL 860773954B01
Netherlands,Onlineverf.nl,KvK,76719758 Btw,BTW,NL 860773954B01
Netherlands,FOIR.nl,KvK,60618264,BTW,NL002294144B03
Netherlands,FOIR.nl,KvK,60618264,BTW,NL 213752025B02
Netherlands,Conrad,KvK,06051273,BTW,
Netherlands,Gereedschapcentrum.nl,KvK,,BTW,
Netherlands,Haxo,KvK,BTW,BTW,NL858111627B01
Netherlands,Haxo,KvK,70031886   BTW,BTW,NL858111627B01
Netherlands,Haxo,KvK,70031886,BTW,NL858111627B01
Netherlands,Boer Staphorst,KvK,05057910,BTW,NL80024B01
Netherlands,HoukemaTools,KvK,55804624,BTW,NL28  0133 0608 53
Netherlands,HoukemaTools,KvK,55804624,BTW,NL851867054B01
Netherlands,HoukemaTools,KvK,55804624,BTW,NL001413229B40
Netherlands,Beaumotica.nl,KvK,20135881,BTW,NL818968473B01
Netherlands,Beaumotica.nl,KvK,20135881 BTW,BTW,NL818968473B01
Netherlands,Philips Hue NL,KvK,17061150,BTW,NL009076992B01
Netherlands,Lamp123.nl,KvK,80472222,BTW,NL861683948B01
Netherlands,Alternate.nl,KvK,24287108,BTW,NL807111478B01
Netherlands,EP.nl,KvK,23081813,BTW,
Netherlands,123led.nl,KvK,,BTW,NL21  0304 5139 11
Netherlands,123led.nl,KvK,,BTW,NL8301
Netherlands,Exclusief buiten,KvK,82301433,BTW,NL003673849B16
Netherlands,Light Gallery,KvK,17061150,BTW,
Netherlands,Etsy - MuttiDesignsLaden,KvK,,BTW,
Netherlands,Etsy - PandoriaLLC,KvK,,BTW,
Netherlands,Redbubble,KvK,74946803,BTW,
Netherlands,Muntex,KvK,78344557,BTW,NL002393350B34
Netherlands,Etsy - MrExplorer,KvK,,BTW,
Netherlands,PosterJunkie,KvK,60449837,BTW,
Netherlands,PosterJunkie,KvK,BTW,BTW,
Netherlands,Tegeldepot.nl,KvK,56057709,BTW,NL851959398B01
Netherlands,Megadump Dalen,KvK,01140614,BTW,NL 820201
Netherlands,Online Deurbeslagshop,KvK,69989001,BTW,NL 858093352B01
Netherlands,Online Deurbeslagshop,KvK,69989001,BTW,NL83  0137 2918 76
Netherlands,Veiligwonenwinkel.nl,KvK,,BTW,NL001981163B49
Netherlands,Veiligwonenwinkel.nl,KvK,,BTW,NL81INGB0005486628 BIC
Netherlands,Warentuin,KvK,57663238,BTW,NL 8526 80 9401
Netherlands,Toptuincentrum.nl,KvK,16019278,BTW,NL807724440B01
Netherlands,AktieDrogist,KvK,04018460,BTW,NL800470916B01
Netherlands,Tuincentrum Osdorp,KvK,BTW,BTW,
Netherlands,HomeDeco.nl,KvK,63061619,BTW,NL855075545B01
Netherlands,kabelshop.nl,KvK,63961156,BTW,NL8001
Netherlands,kabelshop.nl,KvK,63961156,BTW,NL8554696301
Netherlands,kabelshop.nl,KvK,63961156,BTW,NL76  0305 8310 54
Netherlands,kabelshop.nl,KvK,33267823,BTW,NL8001
Netherlands,kabelshop.nl,KvK,33267823,BTW,NL8554696301
Netherlands,kabelshop.nl,KvK,33267823,BTW,NL76  0305 8310 54
Netherlands,Leen Bakker,KvK,18118971,BTW,NL009149260B01
Netherlands,Leen Bakker,KvK,18118971,BTW,NL003051936B01
Netherlands,Lampentotaal,KvK,75217600,BTW,NL13RABO0331901714
Netherlands,Technowinkel,KvK,,BTW,NL809806332B01
Netherlands,PimXL,KvK,17147830,BTW,NL16RABO0133868206
Netherlands,Lampdirect.nl,KvK,,BTW,
Netherlands,Frank,KvK,02083727,BTW,NL822613992B01
Netherlands,Westfalia EU,KvK,,BTW,
Netherlands,Installatievakwinkel.nl,KvK,,BTW,NL856697163B01
Netherlands,Installatievakwinkel.nl,KvK,,BTW,NL12RABO0312456239
Netherlands,Nijhof Woonwarenhuis,KvK,31027734,BTW,NL006764642B01
Netherlands,Bauhaus,KvK,58426019,BTW,NL853035210B01
Netherlands,Budgetlight.nl,KvK,17260313,BTW,NL821186462B01
Netherlands,All Wheels,KvK,23086113,BTW,NL805702
Netherlands,123kampeerwereld.nl,KvK,05070766,BTW,NL39  0159138426
Netherlands,Heatingworld,KvK,56224419,BTW,NL852028891B01
Netherlands,Bestel-verf,KvK,65458761,BTW,NL52  0245 549013
Netherlands,Bestel-verf,KvK,65458761,BTW,NL856120923B01
Netherlands,Flexa,KvK,,BTW,
Netherlands,Kleuro.nl,KvK,05063228,BTW,NL852201
Netherlands,Kleuro.nl,KvK,57584532,BTW,NL852201
Netherlands,colorstore.nl,KvK,9012580,BTW,
Netherlands,DHZdiscount.nl,KvK,57584532,BTW,NL22RABO0310329140
Netherlands,DHZdiscount.nl,KvK,57584532,BTW,NL852201
Netherlands,villeroy-boch.nl,KvK,,BTW,NL808206096B01
Netherlands,Action,KvK,50969838,BTW,
Netherlands,Toolsidee,KvK,71750428,BTW,NL858834509B01
Netherlands,Sloterop B.V.,KvK,37151717,BTW,
Netherlands,Mijnijzerwaren,KvK,62056506,BTW,
Netherlands,Toolstation.nl,KvK,63449595  BTW,BTW,NL85554
Netherlands,Inbraakproof,KvK,547461590,BTW,
Netherlands,Deurtotaalmarkt.nl,KvK,09090236,BTW,NL804890079B01
Netherlands,Deurtotaalmarkt.nl,KvK,09090236,BTW,NL85ABNA 0251 6801 77
Netherlands,Douchezaak.nl,KvK,65281454 113,BTW,
Netherlands,KOK watersport,KvK,,BTW,
Netherlands,Ben's electronics,KvK,,BTW,NL 8572
Netherlands,reichelt.nl,KvK,,BTW,
Netherlands,dakraam-gordijn.nl,KvK,,BTW,
Netherlands,EP:Tummers,KvK,13014072,BTW,NL001699143B01
Netherlands,Degros,KvK,78587514,BTW,NL48INGB0006733672
Netherlands,A&F Cosmetics,KvK,27260426,BTW,NL001713248B58
Netherlands,Etos,KvK,35014093,BTW,NL003183579B01
Netherlands,Voordeligste Drogist,KvK,64064077,BTW,
Netherlands,Voordeligste Drogist,KvK,59272155,BTW,
Netherlands,Voordeligste Drogist,KvK,69042918,BTW,
Netherlands,Doublefonline.nl,KvK,57839506,BTW,NL852758789B01
Netherlands,Doublefonline.nl,KvK,57839506,BTW,NL55RABO0105289558
Netherlands,Doublefonline.nl,KvK,57839506,BTW,NL862423624B01
Netherlands,Drogisterij-Andrea.nl,KvK,71150692,BTW,NL489750394B01
Netherlands,Voordeeldrogist.eu,KvK,62986392,BTW,NL855041626B01
Netherlands,Drogisterijaanbiedingen.nl,KvK,64064077,BTW,NL853398914B01
Netherlands,Drogisterijaanbiedingen.nl,KvK,59272155,BTW,NL853398914B01
Netherlands,Koopjesdrogisterij.nl,KvK,59272155,BTW,NL853398914B01
Netherlands,Ajax Shop Official,KvK,,BTW,
Netherlands,Soccerfanshop NL,KvK,20067614 BTW,BTW,
Netherlands,Intersport Theo Tol,KvK,36002785,BTW,NL819529746B01
Netherlands,MR-Beveiliging.nl,KvK,76710467,BTW,NL860701
Netherlands,Ajax Alarmsystemen,KvK,76710467,BTW,NL860701
Netherlands,Deur&Raam,KvK,73839477,BTW,NL001858335B89
Netherlands,ToolsXL,KvK,28083307,BTW,NL8090
Netherlands,Rotopino.nl,KvK,0000300709,BTW,NL823818123B01
Netherlands,Etsy - vmlstuff,KvK,,BTW,
